Rating,Entity Name,State,County,City,Sector,Entity Type,Region
82,"Castle Hill Municipal Clerk, Aroostook, ME",ME,Aroostook County,Mapleton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
48,"Castine Municipal Registrar, Hancock, ME",ME,Hancock County,Castine,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
48,"Castine Municipal Clerk, Hancock, ME",ME,Hancock County,Castine,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
68,"Cassville Village Clerk, Grant, WI",WI,Grant County,Cassville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Cassville Town Clerk, Grant, WI",WI,Grant County,Cassville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Cassian Town Clerk, Oneida, WI",WI,Oneida County,Harshaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
42,"Cassia County, ID",ID,Cassia County,Burley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
79,Cassens Transport Co.,IL,Madison County,Edwardsville,Transportation Systems,Private CI Entity,Region 5
92,"Cassel Town Clerk, Marathon, WI",WI,Marathon County,Marathon City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Cass County, MN",MN,Cass County,Walker,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Cass County Tax Assessor-Collector, Cass, TX",TX,Cass County,Linden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
53,Cass County NE,NE,Cass County,Plattsmouth,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
51,"Cass County Election Commission, Cass, MI",MI,Cass County,Cassopolis,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Cass County County Clerk, Cass, TX",TX,Cass County,Linden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
53,"Cass County Clerk, Cass, MO",MO,Cass County,Harrisonville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
51,"Cass County Clerk, Cass, MI",MI,Cass County,Cassopolis,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
41,"Cass County Clerk, Cass, IN",IN,Cass County,Logansport,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Cass County Clerk, Cass, IL",IL,Cass County,Virginia,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
51,"Cass County Board of Canvassars, Cass, MI",MI,Cass County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
55,"Cass County Auditor, Cass, ND",ND,Cass County,Fargo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
65,"Cass County Auditor, Cass, IA",IA,Cass County,Atlantic,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
51,"Caspian City Election Commission, Iron, MI",MI,Iron County,Caspian,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
51,"Caspian City Clerk, Iron, MI",MI,Iron County,Caspian,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Casnovia Township Election Commission, Muskegon, MI",MI,Muskegon County,Casnovia,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Casnovia Township Clerk, Muskegon, MI",MI,Muskegon County,Ravenna,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
64,Casitas Municipal Water District,CA,Ventura County,Oak View,Water and WasteWater Systems,Local Tribal Territory,Region 9
58,Casino Reinvestment Development Authority,NJ,Atlantic County,Atlantic City,Commercial Facilities,Private CI Entity,Region 2
75,"Casey Town Clerk, Washburn, WI",WI,Washburn County,Spooner,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
53,"Casey County Clerk, Casey, KY",KY,Casey County,Liberty,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
89,Casey Bailey Maines,KY,Fayette County,Lexington,,Private CI Entity,Region 4
57,"Caseville Township Election Commission, Huron, MI",MI,Huron County,Caseville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,"Caseville Township Clerk, Huron, MI",MI,Huron County,Caseville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
86,"Caseville City Election Commission, Huron, MI",MI,Huron County,Caseville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
86,"Caseville City Clerk, Huron, MI",MI,Huron County,Caseville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
46,Case Western Reserve University,OH,Cuyahoga County,Cleveland,Government Facilities,Private CI Entity,Region 5
48,"Case Township Election Commission, Presque Isle, MI",MI,Presque Isle County,Millersburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
48,"Case Township Clerk, Presque Isle, MI",MI,Presque Isle County,Millersburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,"Casco Village Clerk, Kewaunee, WI",WI,Kewaunee County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Casco Township Election Commission, St. Clair, MI",MI,St. Clair County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,"Casco Township Election Commission, Allegan, MI",MI,Allegan County,South Haven,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Casco Township Clerk, St. Clair, MI",MI,St. Clair County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,"Casco Township Clerk, Allegan, MI",MI,Allegan County,South Haven,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
61,"Casco Town Clerk, Kewaunee, WI",WI,Kewaunee County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
39,"Casco Municipal Registrar, Cumberland, ME",ME,Cumberland County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
39,"Casco Municipal Clerk, Cumberland, ME",ME,Cumberland County,Casco,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
60,Cascadia College,WA,King County,Bothell,Government Facilities,Local Tribal Territory,Region 10
89,"Cascade Village Clerk, Sheboygan, WI",WI,Sheboygan County,Kewaskum,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
52,Cascade County,MT,Cascade County,Great Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
46,"Cascade Charter Township Election Commission, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
46,"Cascade Charter Township Clerk, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Cary Town Clerk, Wood, WI",WI,Wood County,Pittsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
69,Cary Area Public Library,IL,McHenry County,Cary,Government Facilities,Local Tribal Territory,Region 5
51,"Carver Town Clerk, Plymouth, MA",MA,Plymouth County,Carver,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
45,"Carver County Elections & Licensing Department, Carver, MN",MN,Carver County,Chaska,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
46,Carthage Water and Electric Plant,MO,Jasper County,Carthage,"Energy, Water and WasteWater Systems",Local Tribal Territory,Region 7
98,"Carteret County Board of Elections, Carteret, NC",NC,Carteret County,Beaufort,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
55,Carteret Community College,NC,Carteret County,Morehead City,Government Facilities,Local Tribal Territory,Region 4
50,Carter Motors Inc,WA,King County,Seattle,Transportation Systems,Private CI Entity,Region 10
46,Carter County TN Sheriff's Office,TN,Carter County,Elizabethton,"Emergency Services, Government Facilities",Local Tribal Territory,Region 4
56,"Carter County Elections Administrator, Carter, TN",TN,Carter County,Elizabethton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
73,"Carter County Election Board, Carter, OK",OK,Carter County,Ardmore,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
58,"Carter County Clerk, Carter, MO",MO,Carter County,Van Buren,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
51,"Carter County Clerk, Carter, KY",KY,Carter County,Grayson,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
96,"Carson County Tax Assessor-Collector, Carson, TX",TX,Carson County,Panhandle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
96,"Carson County County Clerk, Carson, TX",TX,Carson County,Panhandle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
53,Carson City School District,NV,Carson City,Carson City,Government Facilities,Local Tribal Territory,Region 9
59,Carson City Public Works,NV,Carson City,Carson City,Emergency Services,Local Tribal Territory,Region 9
60,"Carson City County, Nevada",NV,Carson City,Carson City,"Election Infrastructure, Information Technology",Local Tribal Territory,Region 9
67,"Carson City City Election Commission, Montcalm, MI",MI,Montcalm County,Carson City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
67,"Carson City City Clerk, Montcalm, MI",MI,Montcalm County,Carson City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
61,Carrollton-Farmers Branch ISD,TX,Dallas County,Carrollton,Government Facilities,Local Tribal Territory,Region 6
77,"Carrollton Township Election Commission, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Carrollton Township Clerk, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,"Carroll Town Clerk, Coos, NH",NH,Coos County,Carroll,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
63,Carroll Electric Membership Cooperative,GA,Carroll County,Carrollton,Energy,Private CI Entity,Region 4
78,Carroll Daniel Construction,GA,Hall County,Gainesville,,Private CI Entity,Region 4
72,"Carroll County, Ohio Election Infrastructure",OH,Carroll County,Carrollton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
72,"Carroll County, Ohio Board of Elections",OH,Carroll County,Carrollton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
67,"Carroll County Sheriff's Office, GA",GA,Carroll County,Carrollton,Government Facilities,Local Tribal Territory,Region 4
11,"Carroll County Registrar, Carroll, VA",VA,Carroll County,Hillsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
70,Carroll County Public Schools VA,VA,Carroll County,Hillsville,Government Facilities,Local Tribal Territory,Region 3
71,Carroll County Public Schools,MD,Carroll County,Westminster,Government Facilities,Local Tribal Territory,Region 3
74,Carroll County Iowa,IA,Carroll County,Carroll,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
41,Carroll County Government,MD,Carroll County,Westminster,Government Facilities,Local Tribal Territory,Region 3
78,"Carroll County Electoral Board, Carroll, VA",VA,Carroll County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,"Carroll County Elections Administrator, Carroll, TN",TN,Carroll County,Huntingdon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
50,"Carroll County Election Commission, Carroll, MS",MS,Carroll County,Vaiden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
53,"Carroll County Election Commision, Carroll, AR",AR,Carroll County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
33,"Carroll County Clerk, Carroll, MO",MO,Carroll County,Carrollton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
35,"Carroll County Clerk, Carroll, KY",KY,Carroll County,Carrollton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
93,"Carroll County Clerk, Carroll, IN",IN,Carroll County,Delphi,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
55,"Carroll County Clerk, Carroll, IL",IL,Carroll County,Mt Carroll,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
53,"Carroll County Clerk, Carroll, AR",AR,Carroll County,Berryville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
50,"Carroll County Circuit Clerk, Carroll, MS",MS,Carroll County,Vaiden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
43,"Carroll County Board of Elections, Carroll, MD",MD,Carroll County,Westminster,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
56,"Carroll County Board of Elections and Registrar, Carroll, GA",GA,Carroll County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
53,Carroll County Board of Commissioners GA,GA,Carroll County,Carrollton,Government Facilities,Local Tribal Territory,Region 4
64,Carroll Community College,MD,Carroll County,Westminster,Government Facilities,Local Tribal Territory,Region 3
87,Carrier Clinic,NJ,Somerset County,Montgomery,Healthcare and Public Health,Private CI Entity,Region 2
57,"Carrabassett Valley Municipal Registrar, Franklin, ME",ME,Franklin County,Carrabassett Valley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
57,"Carrabassett Valley Municipal Clerk, Franklin, ME",ME,Franklin County,Carrabassett Valley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
